children,dob_years,education,marital_status,gender,income_type,debt,total_income,purpose
0,52,high school,married,F,unemployed,0,270686.0033,real estate
0,65,high school,married,M,retiree,0,124351.6689,for a wedding
0,41,high school,married,F,public employee,0,62286.77357,buying home
0,62,high school,married,F,retiree,0,173640.3509,construction of residential real estate
0,37,GRADUATE,married,F,public employee,0,69215.19231,higher education
1,29,high school,married,F,unemployed,0,,to buy a car
2,26,high school,married,M,employee,0,254870.5231,buying a property
2,40,high school,married,F,unemployed,0,211631.3124,for a wedding
1,51,high school,married,F,employee,0,104547.222,purchase of residential property
1,33,high school,married,M,employee,0,331806.5231,car purchase
2,40,high school,married,F,employee,0,207374.8992,home renovation
0,36,GRADUATE,married,F,employee,0,242566.9737,education
0,54,high school,married,F,unemployed,0,310889.4372,for a wedding
0,47,GRADUATE,divorced,M,unemployed,0,199700.0753,construction of residential real estate
0,54,GRADUATE,single,M,employee,0,,buying a property
0,31,high school,divorced,F,employee,0,125392.2839,purchase of residential property
1,66,high school,married,F,retiree,0,103505.2218,specialized education
0,64,high school,divorced,F,retiree,0,99905.37563,buying a family home
1,30,GRADUATE,married,M,employee,0,,get married
0,56,high school,married,M,employee,0,143276.8472,wedding
0,57,high school,married,M,retiree,0,80579.79532,car purchase
1,30,high school,single,F,unemployed,0,157387.1658,higher education
0,52,high school,married,F,employee,0,80553.69393,get married
0,59,high school,married,M,employee,0,472106.7633,real estate
0,34,GRADUATE,married,M,public employee,0,224823.6785,transactions with real estate
1,23,high school,married,M,employee,1,148479.4607,commercial real estate transactions
0,50,high school,married,F,unemployed,0,111119.0652,automobile
1,46,high school,married,F,retiree,0,191702.5677,housing transactions
0,58,secondary school,married,F,employee,0,83628.13001,construction of residential real estate
2,45,underGRADUATE,married,F,employee,0,120133.846,for a wedding
1,51,high school,married,F,unemployed,0,,cars
0,34,high school,divorced,M,unemployed,0,187704.1842,commercial real estate transactions
0,52,high school,married,F,employee,0,63856.93589,buying home
0,29,GRADUATE,single,M,unemployed,0,,purchase of commercial property
2,45,high school,married,F,employee,0,111553.6014,cars
0,35,high school,married,F,employee,0,,get married
1,33,high school,married,M,employee,0,113669.0926,housing transactions
0,28,high school,single,F,employee,0,97012.92409,cars
0,24,high school,married,M,employee,0,138416.9918,buying a home
0,49,high school,single,M,employee,0,227356.5588,to buy a used car
0,48,high school,single,F,employee,0,116040.6457,purchase of commercial property
2,38,GRADUATE,married,F,employee,0,76623.26673,property
0,42,GRADUATE,married,M,employee,0,71263.23117,wedding
0,27,underGRADUATE,married,M,employee,0,118657.4631,get married
2,34,high school,married,F,unemployed,0,94354.88064,real estate
0,65,GRADUATE,single,F,retiree,0,133122.4541,real estate
1,33,GRADUATE,married,F,employee,0,135407.4775,get married
0,51,high school,married,M,unemployed,0,102787.5149,get married
0,45,high school,divorced,F,employee,0,134206.4437,used car deal
0,43,high school,married,M,employee,0,285298.1781,commercial real estate transactions
1,29,high school,married,M,employee,0,199282.6883,real estate transactions
0,63,high school,married,M,retiree,0,138034.6953,buying a property
0,45,high school,married,M,employee,1,128850.8181,commercial real estate transactions
0,42,high school,married,F,employee,0,138630.0109,construction of residential real estate
0,56,high school,widow / widower,F,retiree,0,125298.9894,real estate
1,35,GRADUATE,married,M,unemployed,0,350552.2045,higher education
0,57,high school,married,F,employee,0,,used car deal
1,35,high school,divorced,F,employee,0,95491.10386,housing transactions
2,25,high school,married,M,employee,0,116815.8935,get married
0,64,GRADUATE,single,F,retiree,0,98230.30873,education
0,42,high school,married,M,employee,0,233258.3214,education
0,22,high school,married,F,employee,0,134609.2425,to buy a car
1,41,high school,married,M,unemployed,0,131537.1552,higher education
2,36,GRADUATE,married,M,employee,0,228463.4111,housing transactions
1,66,high school,married,F,retiree,0,109635.0345,car purchase
0,41,high school,married,F,unemployed,0,92854.98906,higher education
0,62,high school,married,F,employee,0,88544.80091,get married
2,26,high school,married,M,employee,0,125503.6527,to buy a car
1,40,high school,married,M,employee,0,181903.0154,purchase of residential property
0,60,high school,married,M,employee,0,,buying a property
0,59,high school,married,F,retiree,0,124956.8963,buying a home
0,39,underGRADUATE,single,F,employee,0,161129.1992,housing transactions
1,34,high school,married,F,employee,0,147374.3979,home renovation
0,51,high school,married,F,employee,0,158833.8158,property
1,53,high school,widow / widower,F,unemployed,0,101876.8149,housing
1,35,GRADUATE,married,F,employee,0,148350.8435,purchase of commercial property
0,52,high school,married,F,public employee,0,262189.5727,car deal
1,30,high school,married,M,public employee,0,227718.2163,to buy a car
0,58,high school,widow / widower,F,retiree,0,54221.913,buying a property
0,58,high school,married,F,retiree,0,54865.44047,to buy a used car
0,36,high school,married,M,unemployed,0,257273.2558,buying a home
0,49,high school,married,F,employee,0,71120.87233,purchase of commercial property
0,44,high school,married,F,unemployed,0,273250.9496,get married
0,51,high school,married,M,employee,0,107072.2414,for a wedding
0,46,high school,married,M,unemployed,0,121006.9687,degree
1,50,high school,married,M,employee,0,146310.3789,construction of residential real estate
0,27,high school,married,F,public employee,0,72020.56133,housing transactions
1,25,high school,married,F,employee,0,291686.2719,housing transactions
0,52,high school,married,F,public employee,0,,for a wedding
1,28,high school,married,M,employee,0,127283.2513,for a wedding
0,51,high school,married,F,employee,0,76464.61806,specialized education
0,60,GRADUATE,married,M,unemployed,0,402898.7746,used car deal
0,65,GRADUATE,married,M,employee,0,243416.2527,education
0,0,high school,married,F,retiree,0,97620.68704,house construction
2,43,GRADUATE,married,F,employee,0,308460.7369,education
0,60,GRADUATE,single,F,retiree,0,123809.6024,degree
0,33,high school,married,M,unemployed,0,161976.1705,to buy a car
0,51,GRADUATE,married,F,retiree,0,133981.3121,for a wedding
2,43,high school,married,M,employee,0,255096.57,buying a home
1,46,high school,married,M,employee,0,157755.3183,transactions with real estate
0,68,high school,widow / widower,F,retiree,0,128559.3276,real estate transactions
0,35,GRADUATE,married,F,employee,0,196808.9373,real estate
1,36,high school,married,F,unemployed,0,210788.813,to buy a car
0,39,high school,married,F,employee,0,149211.835,commercial real estate transactions
0,50,high school,married,F,employee,0,91651.00989,house construction
0,53,GRADUATE,married,M,unemployed,1,350085.5435,to buy a used car
0,37,high school,married,M,unemployed,0,324278.0598,to buy a car
0,55,high school,married,F,employee,0,123776.6501,get married
0,62,high school,widow / widower,F,employee,0,133333.5284,used car deal
0,38,high school,single,F,employee,0,72413.1478,buying a family home
0,54,underGRADUATE,married,M,unemployed,0,129556.5061,buying a home
0,38,high school,married,F,employee,0,145551.6913,buying a family home
2,23,high school,married,F,employee,0,75105.69251,home renovation
0,57,high school,married,M,employee,0,159001.1539,real estate
1,40,high school,divorced,F,public employee,0,131546.8904,buying a family home
2,32,high school,married,F,employee,0,38998.03787,get married
1,44,GRADUATE,married,F,employee,0,102171.6065,buying a property
2,30,GRADUATE,married,F,employee,0,83184.37571,real estate
1,28,GRADUATE,married,F,unemployed,0,111341.2588,car
0,31,high school,married,M,employee,1,153155.888,car deal
0,45,GRADUATE,widow / widower,F,public employee,0,111217.9411,housing transactions
20,21,high school,married,M,unemployed,0,145334.865,buying a home
0,54,high school,married,F,employee,1,152176.8626,housing
0,47,high school,divorced,F,employee,0,213493.0847,commercial real estate transactions
0,40,high school,married,F,employee,1,57542.70998,commercial real estate transactions
0,25,GRADUATE,divorced,F,employee,0,130078.2301,to buy a used car
0,46,high school,married,F,employee,0,157593.2858,real estate
0,54,high school,divorced,F,employee,0,101855.1847,housing
0,53,high school,married,M,employee,0,126309.1726,higher education
0,47,high school,married,M,employee,1,92370.74027,transactions with real estate
0,45,high school,married,F,unemployed,0,71959.43371,construction of residential real estate
2,40,GRADUATE,married,F,unemployed,0,153934.0309,buying a rental property
1,35,high school,married,F,employee,1,113083.1084,education
1,48,high school,married,M,employee,0,151742.0778,to buy a used car
1,37,high school,married,F,unemployed,1,,wedding
0,62,high school,widow / widower,F,retiree,0,187081.5583,degree
3,45,GRADUATE,married,M,unemployed,0,325100.064,get married
1,33,high school,married,F,employee,0,150014.1285,to buy a car
2,45,high school,married,F,unemployed,0,168516.3806,car purchase
0,23,high school,married,F,unemployed,0,104945.8998,get married
0,56,underGRADUATE,married,M,unemployed,1,284892.5732,to buy a car
0,55,underGRADUATE,married,F,retiree,0,201941.3992,buying a family home
1,34,GRADUATE,married,M,employee,0,,get married
0,42,high school,married,F,employee,0,181902.376,specialized education
0,61,high school,married,F,retiree,0,124925.9331,education
0,34,high school,single,F,employee,0,105538.9343,specialized education
0,51,high school,married,F,public employee,0,252277.745,buying home
0,39,high school,married,M,unemployed,0,188899.959,buying a rental property
0,26,GRADUATE,married,F,public employee,0,166055.7496,buying home
0,47,high school,married,M,employee,0,147703.8051,used car deal
0,56,high school,married,F,employee,0,153857.4911,transactions with real estate
0,62,GRADUATE,single,F,retiree,0,163659.3056,construction of residential real estate
0,54,high school,married,F,employee,0,61869.23467,buying a family home
0,51,high school,married,F,unemployed,0,163074.9312,real estate transactions
2,29,high school,married,M,employee,0,120509.0375,education
0,24,high school,married,F,unemployed,0,79429.94695,construction of residential real estate
2,37,high school,married,F,employee,0,141780.7525,education
1,38,high school,married,M,employee,0,134854.6586,to buy a car
2,43,high school,married,M,unemployed,0,120456.5854,for a wedding
1,23,GRADUATE,married,F,employee,0,201335.9863,home renovation
0,52,high school,married,F,employee,0,,property
0,44,high school,married,F,employee,1,,purchase of residential property
0,38,high school,single,F,employee,0,62458.18529,car purchase
1,28,secondary school,married,M,employee,1,186807.0228,car purchase
0,45,high school,married,F,unemployed,0,,buying a property
0,58,GRADUATE,widow / widower,F,retiree,0,188216.4279,home renovation
1,26,high school,married,F,unemployed,0,,commercial real estate transactions
0,32,high school,single,F,employee,0,,to buy a used car
0,52,GRADUATE,married,M,employee,0,,purchase of residential property
1,43,GRADUATE,married,F,unemployed,0,161238.9161,property
1,29,high school,single,F,employee,1,184471.2762,housing transactions
0,49,high school,married,M,employee,0,161791.9741,buying a home
0,55,high school,married,F,retiree,0,98075.11308,automobile
2,40,GRADUATE,married,M,public employee,0,144468.0398,specialized education
0,52,high school,married,M,employee,0,172379.2497,education
0,50,GRADUATE,single,F,public employee,0,82730.94842,buying a family home
1,48,high school,married,F,unemployed,0,204459.1362,real estate
0,48,underGRADUATE,married,M,employee,0,196834.4644,buying a rental property
0,43,high school,married,F,public employee,0,103266.5652,commercial real estate transactions
0,33,underGRADUATE,married,F,unemployed,0,147992.1028,real estate transactions
2,33,secondary school,married,F,employee,0,87695.77589,higher education
0,51,high school,single,F,retiree,0,101735.6857,car purchase
1,39,GRADUATE,married,F,employee,0,164190.6185,housing transactions
0,39,GRADUATE,single,F,unemployed,0,282322.3278,to buy a used car
0,66,high school,married,F,retiree,0,84346.11761,to buy a car
1,31,GRADUATE,single,F,unemployed,0,98202.11915,purchase of commercial property
1,37,high school,married,M,unemployed,1,179356.7404,for a wedding
1,36,high school,married,F,employee,0,189067.4017,housing transactions
3,37,GRADUATE,married,M,public employee,0,181920.8873,property
0,51,high school,married,F,retiree,1,224352.0738,get married
0,35,GRADUATE,married,F,employee,0,106610.6993,education
